symbol,order_type,lots,status,open_price,close_price,stop_loss,take_profit,magic_number,order_number,open_time,close_time,profit
USDJPY60,2,5,2,120.4,120.443,0,0,1235,56,2007-01-12 19:08:00 +0900,2007-01-12 21:08:00 +0900,-0.215
USDJPY60,1,10,2,120.443,120.39,0,0,1234,57,2007-01-12 21:08:00 +0900,2007-01-12 22:12:00 +0900,-0.53
USDJPY60,2,5,2,120.39,120.413,0,0,1235,58,2007-01-12 22:12:00 +0900,2007-01-12 22:18:00 +0900,-0.115
USDJPY60,1,10,2,120.413,120.46,0,0,1234,59,2007-01-12 22:18:00 +0900,2007-01-12 22:23:00 +0900,0.47
USDJPY60,2,5,2,120.46,120.393,0,0,1235,60,2007-01-12 22:23:00 +0900,2007-01-12 23:08:00 +0900,0.335
USDJPY60,1,10,2,120.393,120.41,0,0,1234,61,2007-01-12 23:08:00 +0900,2007-01-13 01:46:00 +0900,0.17
USDJPY60,2,5,2,120.41,120.313,0,0,1235,62,2007-01-13 01:46:00 +0900,2007-01-13 03:39:00 +0900,0.485
USDJPY60,1,10,2,120.313,120.35,0,0,1234,63,2007-01-13 03:39:00 +0900,2007-01-13 04:57:00 +0900,0.37
USDJPY60,2,5,2,120.35,120.303,0,0,1235,64,2007-01-13 04:57:00 +0900,2007-01-13 05:17:00 +0900,0.235
USDJPY60,1,10,2,120.303,120.35,0,0,1234,65,2007-01-13 05:17:00 +0900,2007-01-13 05:31:00 +0900,0.47
USDJPY60,2,5,2,120.35,120.313,0,0,1235,66,2007-01-13 05:31:00 +0900,2007-01-13 06:10:00 +0900,0.185
USDJPY60,1,10,2,120.313,120.38,0,0,1234,67,2007-01-13 06:10:00 +0900,2007-01-15 07:02:00 +0900,0.67
USDJPY60,2,5,2,120.38,120.323,0,0,1235,68,2007-01-15 07:02:00 +0900,2007-01-15 07:48:00 +0900,0.285
USDJPY60,1,10,2,120.323,120.43,0,0,1234,69,2007-01-15 07:48:00 +0900,2007-01-15 08:07:00 +0900,1.07
USDJPY60,2,5,2,120.43,120.343,0,0,1235,70,2007-01-15 08:07:00 +0900,2007-01-15 08:32:00 +0900,0.435
USDJPY60,1,10,2,120.343,120.25,0,0,1234,71,2007-01-15 08:32:00 +0900,2007-01-15 10:26:00 +0900,-0.93
USDJPY60,2,5,2,120.25,120.153,0,0,1235,72,2007-01-15 10:26:00 +0900,2007-01-15 11:27:00 +0900,0.485
USDJPY60,1,10,2,120.153,120.21,0,0,1234,73,2007-01-15 11:27:00 +0900,2007-01-15 12:07:00 +0900,0.57
USDJPY60,2,5,2,120.21,120.233,0,0,1235,74,2007-01-15 12:07:00 +0900,2007-01-15 14:44:00 +0900,-0.115
USDJPY60,1,10,2,120.233,120.29,0,0,1234,75,2007-01-15 14:44:00 +0900,2007-01-15 15:22:00 +0900,0.57
USDJPY60,2,5,2,120.29,120.203,0,0,1235,76,2007-01-15 15:22:00 +0900,2007-01-15 16:20:00 +0900,0.435
USDJPY60,1,10,2,120.203,120.33,0,0,1234,77,2007-01-15 16:20:00 +0900,2007-01-15 17:07:00 +0900,1.27
USDJPY60,2,5,2,120.33,120.423,0,0,1235,78,2007-01-15 17:07:00 +0900,2007-01-15 19:14:00 +0900,-0.465
USDJPY60,1,10,2,120.423,120.56,0,0,1234,79,2007-01-15 19:14:00 +0900,2007-01-15 19:51:00 +0900,1.37
USDJPY60,2,5,2,120.56,120.483,0,0,1235,80,2007-01-15 19:51:00 +0900,2007-01-15 20:30:00 +0900,0.385
USDJPY60,1,10,2,120.483,120.5,0,0,1234,81,2007-01-15 20:30:00 +0900,2007-01-15 21:40:00 +0900,0.17
USDJPY60,2,5,2,120.5,120.463,0,0,1235,82,2007-01-15 21:40:00 +0900,2007-01-15 21:59:00 +0900,0.185
USDJPY60,1,10,2,120.463,120.46,0,0,1234,83,2007-01-15 21:59:00 +0900,2007-01-15 22:05:00 +0900,-0.03
USDJPY60,2,5,2,120.46,120.423,0,0,1235,84,2007-01-15 22:05:00 +0900,2007-01-15 22:37:00 +0900,0.185
USDJPY60,1,10,2,120.423,120.46,0,0,1234,85,2007-01-15 22:37:00 +0900,2007-01-15 23:58:00 +0900,0.37
USDJPY60,2,5,2,120.46,120.433,0,0,1235,86,2007-01-15 23:58:00 +0900,2007-01-16 00:57:00 +0900,0.135
USDJPY60,1,10,2,120.433,120.48,0,0,1234,87,2007-01-16 00:57:00 +0900,2007-01-16 01:01:00 +0900,0.47
USDJPY60,2,5,2,120.48,120.433,0,0,1235,88,2007-01-16 01:01:00 +0900,2007-01-16 02:03:00 +0900,0.235
